3,HCLTECH,EQ,28-Mar-16,817.7,819.9,826.5,806.45,810.65,810.65,817.2,2957244,2416650727,93153
3,HCLTECH,EQ,29-Mar-16,810.65,814.6,816.2,799.9,807,806.8,806.79,2531685,2042529116,58465
3,HCLTECH,EQ,30-Mar-16,806.8,805.45,822,805.45,821,820.6,816.06,2302342,1878858581,85561
3,HCLTECH,EQ,31-Mar-16,820.6,815,824.5,809.9,813.4,814.1,815.78,4586967,3741972144,90692
3,HCLTECH,EQ,1-Apr-16,814.1,820,824,807,822.5,820.4,818.55,2664808,2181281641,120907
3,HCLTECH,EQ,4-Apr-16,820.4,815,841.95,815,840,839.85,833.02,2830985,2358276808,91428
3,HCLTECH,EQ,5-Apr-16,839.85,839.85,848.9,832.55,841.6,843.25,841.85,2499888,2104533544,62406
3,HCLTECH,EQ,6-Apr-16,843.25,847,847.95,826.1,840.15,838.75,838.35,1082920,907867894.8,42606
3,HCLTECH,EQ,7-Apr-16,838.75,846.9,846.9,827,828.1,828.45,833.7,940830,784366939,26684
3,HCLTECH,EQ,8-Apr-16,828.45,831.85,836,825.6,834.55,833.1,831.27,722892,600917105.1,25139
3,HCLTECH,EQ,11-Apr-16,833.1,836.45,841.95,824.4,837.45,839.3,832.83,970273,808076542.5,37551
3,HCLTECH,EQ,12-Apr-16,839.3,843,845,831.25,839,839.65,837.08,709686,594062161.1,37965
3,HCLTECH,EQ,13-Apr-16,839.65,844.95,846.5,835.15,836,837.55,839.92,1318204,1107189006,40218
3,HCLTECH,EQ,18-Apr-16,837.55,845.05,860.65,845,852.9,853.3,853.93,2926522,2499053021,90927
3,HCLTECH,EQ,20-Apr-16,853.3,862.5,862.5,835.5,841.9,841.2,843.66,1389011,1171859311,56702
3,HCLTECH,EQ,21-Apr-16,841.2,844,855.35,838.5,846,846.25,849.57,1117527,949415042.1,41235
3,HCLTECH,EQ,22-Apr-16,846.25,838.35,852.9,838.35,846,845.15,845.94,1110859,939719011.1,34387
